,Country,Year,"Crude divorce rate (per 1,000 inhabitants)"
2322,Slovenia,1981,1.3
2323,Slovenia,1982,1.3
2324,Slovenia,1983,1.4
2325,Slovenia,1984,1.3
2326,Slovenia,1985,1.3
2327,Slovenia,1986,1.2
2328,Slovenia,1987,1.1
2329,Slovenia,1988,1.0
2330,Slovenia,1989,1.1
2331,Slovenia,1990,0.89999998
2332,Slovenia,1991,0.89999998
2333,Slovenia,1992,1.0
2334,Slovenia,1993,1.0
2335,Slovenia,1994,1.0
2336,Slovenia,1995,0.80000001
2337,Slovenia,1996,1.0
2338,Slovenia,1997,1.0
2339,Slovenia,1998,1.0
2340,Slovenia,1999,1.0
2341,Slovenia,2000,1.1
2342,Slovenia,2001,1.1
2343,Slovenia,2002,1.2
2344,Slovenia,2003,1.2
2345,Slovenia,2004,1.2
2346,Slovenia,2005,1.3
2347,Slovenia,2006,1.2
2348,Slovenia,2007,1.3
2349,Slovenia,2008,1.1
2350,Slovenia,2009,1.1
2351,Slovenia,2010,1.2
2352,Slovenia,2011,1.1
2353,Slovenia,2012,1.2
2354,Slovenia,2013,1.1
2355,Slovenia,2014,1.2
2356,Slovenia,2015,1.2
2357,Slovenia,2016,1.2
2358,Slovenia,2017,1.2
2362,South Korea,1970,0.40000001
2363,South Korea,1971,0.30000001
2364,South Korea,1972,0.40000001
2365,South Korea,1973,0.40000001
2366,South Korea,1974,0.40000001
2367,South Korea,1975,0.5
2368,South Korea,1976,0.5
2369,South Korea,1977,0.60000002
2370,South Korea,1978,0.5
2371,South Korea,1979,0.5
2372,South Korea,1980,0.60000002
2373,South Korea,1981,0.60000002
2374,South Korea,1982,0.69999999
2375,South Korea,1983,0.69999999
2376,South Korea,1984,0.89999998
2377,South Korea,1985,0.89999998
2378,South Korea,1986,0.89999998
2379,South Korea,1987,1.0
2380,South Korea,1988,1.0
2381,South Korea,1989,1.0
2382,South Korea,1990,1.1
2383,South Korea,1991,1.1
2384,South Korea,1992,1.2
2385,South Korea,1993,1.3
2386,South Korea,1994,1.4
2387,South Korea,1995,1.5
2388,South Korea,1996,1.7
2389,South Korea,1997,2.0
2390,South Korea,1998,2.5
2391,South Korea,1999,2.5
2392,South Korea,2000,2.5
2393,South Korea,2001,2.8
2394,South Korea,2002,3.0
2395,South Korea,2003,3.4000001
2396,South Korea,2004,2.9000001
2397,South Korea,2005,2.5999999
2398,South Korea,2006,2.5
2399,South Korea,2007,2.5
2400,South Korea,2008,2.4000001
2401,South Korea,2009,2.5
2402,South Korea,2010,2.3
2403,South Korea,2011,2.3
2404,South Korea,2012,2.3
2405,South Korea,2013,2.3
2406,South Korea,2014,2.3
2407,South Korea,2015,2.0999999
2408,South Korea,2016,2.0999999
2409,South Korea,2017,2.0999999
2410,Spain,1981,0.30000001
2411,Spain,1982,0.60000002
2412,Spain,1983,0.5
2413,Spain,1984,0.5
2414,Spain,1985,0.5
2415,Spain,1986,0.5
2416,Spain,1987,0.5
2417,Spain,1988,0.60000002
2418,Spain,1989,0.60000002
2419,Spain,1990,0.60000002
2420,Spain,1991,0.69999999
2421,Spain,1992,0.69999999
2422,Spain,1993,0.69999999
2423,Spain,1994,0.80000001
2424,Spain,1995,0.80000001
2425,Spain,1996,0.80000001
2426,Spain,1997,0.89999998
2427,Spain,1998,0.89999998
2428,Spain,1999,0.89999998
2429,Spain,2000,0.89999998
2430,Spain,2001,1.0
2431,Spain,2002,1.0
2432,Spain,2003,1.1
2433,Spain,2004,1.2
2434,Spain,2005,1.7
2435,Spain,2006,2.9000001
2436,Spain,2007,2.8
2437,Spain,2008,2.4000001
2438,Spain,2009,2.0999999
2439,Spain,2010,2.2
2440,Spain,2011,2.2
2441,Spain,2012,2.2
2442,Spain,2013,2.0
2443,Spain,2014,2.2
2444,Spain,2015,2.0999999
2445,Spain,2016,2.0999999
2446,Spain,2017,2.0999999
2465,Sweden,1970,1.6
2466,Sweden,1971,1.7
2467,Sweden,1972,1.9
2468,Sweden,1973,2.0
2469,Sweden,1974,3.3
2470,Sweden,1975,3.0999999
2471,Sweden,1976,2.5999999
2472,Sweden,1977,2.5
2473,Sweden,1978,2.5
2474,Sweden,1979,2.5
2475,Sweden,1980,2.4000001
2476,Sweden,1981,2.4000001
2477,Sweden,1982,2.5
2478,Sweden,1983,2.5
2479,Sweden,1984,2.4000001
2480,Sweden,1985,2.4000001
2481,Sweden,1986,2.3
2482,Sweden,1987,2.2
2483,Sweden,1988,2.0999999
2484,Sweden,1989,2.2
2485,Sweden,1990,2.3
2486,Sweden,1991,2.3
2487,Sweden,1992,2.5
2488,Sweden,1993,2.5
2489,Sweden,1994,2.5
2490,Sweden,1995,2.5999999
2491,Sweden,1996,2.4000001
2492,Sweden,1997,2.4000001
2493,Sweden,1998,2.3
2494,Sweden,1999,2.4000001
2495,Sweden,2000,2.4000001
2496,Sweden,2001,2.4000001
2497,Sweden,2002,2.4000001
2498,Sweden,2003,2.4000001
2499,Sweden,2004,2.2
2500,Sweden,2005,2.2
2501,Sweden,2006,2.2
2502,Sweden,2007,2.3
2503,Sweden,2008,2.3
2504,Sweden,2009,2.4000001
2505,Sweden,2010,2.5
2506,Sweden,2011,2.5
2507,Sweden,2012,2.5
2508,Sweden,2013,2.8
2509,Sweden,2014,2.7
2510,Sweden,2015,2.5
2511,Sweden,2016,2.4000001
2512,Sweden,2017,2.4000001
2523,Switzerland,1970,1.0
2524,Switzerland,1971,1.1
2525,Switzerland,1972,1.2
2526,Switzerland,1973,1.3
2527,Switzerland,1974,1.3
2528,Switzerland,1975,1.4
2529,Switzerland,1976,1.5
2530,Switzerland,1977,1.7
2531,Switzerland,1978,1.7
2532,Switzerland,1979,1.7
2533,Switzerland,1980,1.7
2534,Switzerland,1981,1.8
2535,Switzerland,1982,1.8
2536,Switzerland,1983,1.8
2537,Switzerland,1984,1.7
2538,Switzerland,1985,1.8
2539,Switzerland,1986,1.8
2540,Switzerland,1987,1.8
2541,Switzerland,1988,1.9
2542,Switzerland,1989,1.9
2543,Switzerland,1990,2.0
2544,Switzerland,1991,2.0
2545,Switzerland,1992,2.0999999
2546,Switzerland,1993,2.2
2547,Switzerland,1994,2.2
2548,Switzerland,1995,2.2
2549,Switzerland,1996,2.3
2550,Switzerland,1997,2.4000001
2551,Switzerland,1998,2.5
2552,Switzerland,1999,2.9000001
2553,Switzerland,2000,1.5
2554,Switzerland,2001,2.2
2555,Switzerland,2002,2.2
2556,Switzerland,2003,2.3
2557,Switzerland,2004,2.4000001
2558,Switzerland,2005,2.9000001
2559,Switzerland,2006,2.8
2560,Switzerland,2007,2.5999999
2561,Switzerland,2008,2.5999999
2562,Switzerland,2009,2.5
2563,Switzerland,2010,2.8
2564,Switzerland,2011,2.2
2565,Switzerland,2012,2.2
2566,Switzerland,2013,2.0999999
2567,Switzerland,2014,2.0
2568,Switzerland,2015,2.0999999
2569,Switzerland,2016,2.0
2570,Switzerland,2017,1.9
2651,United Kingdom,1970,1.0
2652,United Kingdom,1971,1.3
2653,United Kingdom,1972,2.0999999
2654,United Kingdom,1973,1.9
2655,United Kingdom,1974,2.0
2656,United Kingdom,1975,2.0999999
2657,United Kingdom,1976,2.3
2658,United Kingdom,1977,2.3
2659,United Kingdom,1978,2.5999999
2660,United Kingdom,1979,2.5
2661,United Kingdom,1980,2.5999999
2662,United Kingdom,1981,2.5999999
2663,United Kingdom,1982,2.5999999
2664,United Kingdom,1983,2.5999999
2665,United Kingdom,1984,2.5999999
2666,United Kingdom,1985,2.8
2667,United Kingdom,1986,2.7
2668,United Kingdom,1987,2.7
2669,United Kingdom,1988,2.7
2670,United Kingdom,1989,2.5999999
2671,United Kingdom,1990,2.7
2672,United Kingdom,1991,2.8
2673,United Kingdom,1992,2.8
2674,United Kingdom,1993,2.9000001
2675,United Kingdom,1994,2.7
2676,United Kingdom,1995,2.9000001
2677,United Kingdom,1996,3.0
2678,United Kingdom,1997,2.8
2679,United Kingdom,1998,2.7
2680,United Kingdom,1999,2.7
2681,United Kingdom,2000,2.5999999
2682,United Kingdom,2001,2.7
2683,United Kingdom,2002,2.7
2684,United Kingdom,2003,2.8
2685,United Kingdom,2004,2.8
2686,United Kingdom,2005,2.5999999
2687,United Kingdom,2006,2.4000001
2688,United Kingdom,2007,2.3
2689,United Kingdom,2008,2.2
2690,United Kingdom,2009,2.0
2691,United Kingdom,2010,2.0999999
2692,United Kingdom,2011,2.0999999
2693,United Kingdom,2012,2.0
2694,United Kingdom,2013,2.0
2695,United Kingdom,2014,1.9
2696,United Kingdom,2015,1.7
2697,United Kingdom,2016,1.8
2748,United States,1970,3.5
2749,United States,1971,3.7
2750,United States,1972,4.0
2751,United States,1973,4.3000002
2752,United States,1974,4.5999999
2753,United States,1975,4.8000002
2754,United States,1976,5.0
2755,United States,1977,5.0
2756,United States,1978,5.0999999
2757,United States,1979,5.3000002
2758,United States,1980,5.1999998
2759,United States,1981,5.3000002
2760,United States,1982,5.0
2761,United States,1983,4.9000001
2762,United States,1984,5.0
2763,United States,1985,5.0
2764,United States,1986,4.9000001
2765,United States,1987,4.8000002
2766,United States,1988,4.8000002
2767,United States,1989,4.6999998
2768,United States,1990,4.6999998
2769,United States,1991,4.6999998
2770,United States,1992,4.8000002
2771,United States,1993,4.5999999
2772,United States,1994,4.5999999
2773,United States,1995,4.4000001
2774,United States,1996,4.3000002
2775,United States,1997,4.3000002
2776,United States,1998,4.1999998
2777,United States,1999,4.0999999
2778,United States,2000,4.0999999
2779,United States,2001,4.0
2780,United States,2002,3.9000001
2781,United States,2003,3.8
2782,United States,2004,3.7
2783,United States,2005,3.5999999
2784,United States,2006,3.7
2785,United States,2007,3.5999999
2786,United States,2008,3.5
2787,United States,2009,3.5
2788,United States,2010,3.5999999
2789,United States,2011,3.5999999
2790,United States,2012,3.4000001
2791,United States,2013,3.3
2792,United States,2014,3.2
2793,United States,2015,3.0999999
2794,United States,2016,3.0
2795,United States,2017,2.9000001
2796,United States,2018,2.9000001
